date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:26:38	1423/1423	---M--	200	added ('OK')	image/png	etag:%225942d67-58f-5654153c12600%22	https://www.andspaces.in/img/icon/dark/3.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/icon/dark/3.png	(from https://www.andspaces.in/)
13:26:39	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2029%20Apr%202020%2008:56:38%20GMT	https://www.andspaces.in/pay/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/pay/index.html	(from https://www.andspaces.in/)
13:26:39	1455/1455	---M--	200	added ('OK')	image/png	etag:%225942d66-5af-565414f950880%22	https://www.andspaces.in/img/icon/dark/2.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/icon/dark/2.png	(from https://www.andspaces.in/)
13:26:54	39618/39618	---M--	200	added ('OK')	image/jpeg	etag:%225942de2-9ac2-58d76afa47000%22	https://www.andspaces.in/img/services/1.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/services/1.jpg	(from https://www.andspaces.in/)
13:27:14	38072/38072	---M--	200	added ('OK')	image/jpeg	etag:%225942dda-94b8-58d4501cc9d80%22	https://www.andspaces.in/img/services/2.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/services/2.jpg	(from https://www.andspaces.in/)
13:27:21	237626/237626	---M--	200	added ('OK')	image/png	etag:%225942d5a-3a03a-58853e984a240%22	https://www.andspaces.in/img/bg/sofa_on_whitefloor.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/bg/sofa_on_whitefloor.png	(from https://www.andspaces.in/)
13:27:26	25510/25510	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:57:22%20GMT	https://www.andspaces.in/Architectural%20Design/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/Architectural%20Design/index.html	(from https://www.andspaces.in/)
13:27:28	242996/242996	---M--	200	added ('OK')	image/png	etag:%225942d59-3b534-58d47591fbd40%22	https://www.andspaces.in/img/bg/new/10.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/bg/new/10.png	(from https://www.andspaces.in/)
13:27:59	137908/137908	---M--	200	added ('OK')	image/jpeg	etag:%225942dd9-21ab4-58d5d54848840%22	https://www.andspaces.in/img/services/3.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/services/3.jpg	(from https://www.andspaces.in/)
13:28:22	32698/32698	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:58:15%20GMT	https://www.andspaces.in/project.php?pid=1	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/projectfa2a.html	(from https://www.andspaces.in/)
13:28:27	91992/91992	---M--	200	added ('OK')	image/jpeg	etag:%225942ddf-16758-58d454c205340%22	https://www.andspaces.in/img/services/6.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/services/6.jpg	(from https://www.andspaces.in/)
13:28:32	31392/31392	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:58:25%20GMT	https://www.andspaces.in/project.php?pid=2	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/project26d5.html	(from https://www.andspaces.in/)
13:28:37	26161/26161	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:58:33%20GMT	https://www.andspaces.in/Interior%20Design/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/Interior%20Design/index.html	(from https://www.andspaces.in/)
13:28:47	27658/27658	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2008:58:40%20GMT	https://www.andspaces.in/Personalised%20Design/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/Personalised%20Design/index.html	(from https://www.andspaces.in/)
13:28:54	64290/64290	---M--	200	added ('OK')	image/jpeg	etag:%225942aba-fb22-599cd2bb2af62%22	https://www.andspaces.in/img/projects/13/1.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/13/1.jpg	(from https://www.andspaces.in/)
13:31:33	648088/648088	---M--	200	added ('OK')	image/jpeg	etag:%225942de1-9e398-58d454ba64140%22	https://www.andspaces.in/img/services/4.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/services/4.jpg	(from https://www.andspaces.in/)
13:32:26	30768/30768	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:02:22%20GMT	https://www.andspaces.in/Progressive%20Design/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/Progressive%20Design/index.html	(from https://www.andspaces.in/)
13:34:22	747580/747580	---M--	200	added ('OK')	image/jpeg	etag:%225942d78-b683c-59e5a40a16d53%22	https://www.andspaces.in/img/projects/1/1.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/1/1.jpg	(from https://www.andspaces.in/)
13:35:19	697274/697274	---M--	200	added ('OK')	image/jpeg	etag:%225942d8b-aa3ba-58ce8e3efd400%22	https://www.andspaces.in/img/projects/2/1.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/2/1.jpg	(from https://www.andspaces.in/)
13:35:20	112669/112669	---M--	200	added ('OK')	image/jpeg	etag:%225942d7f-1b81d-58ce94e458200%22	https://www.andspaces.in/img/projects/1/11.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/1/11.jpg	(from https://www.andspaces.in/)
13:35:22	617625/617625	---M--	200	added ('OK')	image/jpeg	etag:%225942d8c-96c99-58ce8e42cdd00%22	https://www.andspaces.in/img/projects/2/5.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/2/5.jpg	(from https://www.andspaces.in/)
13:35:29	29248/29248	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:05:21%20GMT	https://www.andspaces.in/All%20Inclusive/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/All%20Inclusive/index.html	(from https://www.andspaces.in/)
13:35:31	30626/30626	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:05:27%20GMT	https://www.andspaces.in/Online%20Consultation/	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/Online%20Consultation/index.html	(from https://www.andspaces.in/)
13:35:39	18674/18674	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:05:35%20GMT	https://www.andspaces.in/terms.php	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/terms.html	(from https://www.andspaces.in/)
13:35:41	87095/87095	---M--	200	added ('OK')	image/jpeg	etag:%225942d83-15437-58ce94ea10f80%22	https://www.andspaces.in/img/projects/1/14.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/1/14.jpg	(from https://www.andspaces.in/)
13:35:41	19962/19962	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:05:39%20GMT	https://www.andspaces.in/privacypolicy.php	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/privacypolicy.html	(from https://www.andspaces.in/)
13:35:43	7538/7538	---M--	200	added ('OK')	image/png	etag:%225942de3-1d72-58c36c291a200%22	https://www.andspaces.in/img/logoLight_Small.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/logoLight_Small.png	(from https://www.andspaces.in/)
13:35:46	18689/18689	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:05:41%20GMT	https://www.andspaces.in/faq.php	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/faq.html	(from https://www.andspaces.in/)
13:35:47	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:05:47%20GMT	https://www.andspaces.in/lib/img/svg_loader.svg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/lib/img/svg_loader.26.delayed	(from https://www.andspaces.in/)
13:35:57	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%225942df4-bf30-563021d499800%22	https://www.andspaces.in/js/bootstrap.min.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/bootstrap.min.js	(from https://www.andspaces.in/)
13:36:03	1508857/1508857	---M--	200	added ('OK')	image/jpeg	etag:%225942de0-1705f9-58d5e5a101940%22	https://www.andspaces.in/img/services/5.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/services/5.jpg	(from https://www.andspaces.in/)
13:36:04	35503/35503	---M--	200	added ('OK')	application/javascript	etag:%225942df6-8aaf-56543611c1d80%22	https://www.andspaces.in/js/isotope.pkgd.min.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/isotope.pkgd.min.js	(from https://www.andspaces.in/)
13:36:05	40401/40401	---M--	200	added ('OK')	application/javascript	etag:%225942dfc-9dd1-4fcbbd0fa6f80%22	https://www.andspaces.in/js/owl.carousel.min.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/owl.carousel.min.js	(from https://www.andspaces.in/)
13:36:07	1288/1288	---M--	200	added ('OK')	application/javascript	etag:%225942df8-508-58822e05cd880%22	https://www.andspaces.in/js/jquery.owl-filter.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/jquery.owl-filter.js	(from https://www.andspaces.in/)
13:36:09	20219/20219	---M--	200	added ('OK')	application/javascript	etag:%225942df9-4efb-5659ec14f6f80%22	https://www.andspaces.in/js/magnific-popup.min.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/magnific-popup.min.js	(from https://www.andspaces.in/)
13:36:09	4445/4445	---M--	200	added ('OK')	application/javascript	etag:%225942df5-115d-5554107398a80%22	https://www.andspaces.in/js/circle-progress.min.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/circle-progress.min.js	(from https://www.andspaces.in/)
13:36:10	7593/7593	---M--	200	added ('OK')	application/javascript	etag:%225942de7-1da9-58df21572cb40%22	https://www.andspaces.in/js/main_fullPreloader.js?v1.2	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/main_fullPreloadercb0c.js	(from https://www.andspaces.in/)
13:36:34	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225942c97-12d68-55a7e34b1cd00%22	https://www.andspaces.in/icon-fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/icon-fonts/fontawesome-webfont3e6e.woff2	(from https://www.andspaces.in/css/font-awesome.min.css)
13:36:37	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:06:37%20GMT	https://www.andspaces.in/icon-fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/icon-fonts/fontawesome-webfont.323e6e.delayed	(from https://www.andspaces.in/css/font-awesome.min.css)
13:36:54	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225942c94-2876e-55a7e34b1cd00%22	https://www.andspaces.in/icon-fonts/fontawesome-webfont.eot?v=4.7.0	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/icon-fonts/fontawesome-webfont3e6e.eot	(from https://www.andspaces.in/css/font-awesome.min.css)
13:37:05	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225942c96-17ee8-55a7e34b1cd00%22	https://www.andspaces.in/icon-fonts/fontawesome-webfont.woff?v=4.7.0	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/icon-fonts/fontawesome-webfont3e6e.woff	(from https://www.andspaces.in/css/font-awesome.min.css)
13:37:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225942c94-2876e-55a7e34b1cd00%22	https://www.andspaces.in/icon-fonts/fontawesome-webfont.eot?	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/icon-fonts/fontawesome-webfontd41d.eot	(from https://www.andspaces.in/css/font-awesome.min.css)
13:37:11	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:07:09%20GMT	https://www.andspaces.in/css/owl.video.play.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/css/owl.video.play.34.delayed	(from https://www.andspaces.in/css/owl.carousel.css)
13:37:11	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:07:11%20GMT	https://www.andspaces.in/img/bg/white-waves.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/bg/white-waves.jpg	(from https://www.andspaces.in/css/style.css?v2.4)
13:37:14	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:07:14%20GMT	https://www.andspaces.in/img/stockimgs/whitefull/bg17.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/stockimgs/whitefull/bg17.37.delayed	(from https://www.andspaces.in/css/style.css?v2.4)
13:37:15	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:07:15%20GMT	https://www.andspaces.in/img/stockimgs/bwside/bg7.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/stockimgs/bwside/bg7.jpg	(from https://www.andspaces.in/css/style.css?v2.4)
13:37:16	0/-1	---M--	302	error ('')			https://www.andspaces.in/img/stockimgs/whitefull/bg17.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/stockimgs/whitefull/bg17.39.delayed	(from https://www.andspaces.in/css/style.css?v2.4)
13:37:16	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:07:16%20GMT	https://www.andspaces.in/img/favicon.ico	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/favicon.ico	(from https://www.andspaces.in/index.php)
13:37:17	0/-1	---M--	302	error ('')			https://www.andspaces.in/lib/img/svg_loader.svg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/lib/img/svg_loader.3b.delayed	(from https://www.andspaces.in/index.php)
13:37:17	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:07:17%20GMT	https://www.andspaces.in/img/favicon.ico	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/favicon.ico	(from https://www.andspaces.in/about.php)
13:37:20	52632/52632	---M--	200	added ('OK')	image/svg+xml	etag:%2258a0d79-cd98-58e33bf5ddbce%22	https://www.andspaces.in/img/bg/bganim2.svg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/bg/bganim2.svg	(from https://www.andspaces.in/css/style.css?v2.4)
13:37:35	6259/6259	---M--	200	added ('OK')	image/png	etag:%225942d5c-1873-58d48d5d1a000%22	https://www.andspaces.in/img/quote.png	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/quote.png	(from https://www.andspaces.in/about.php)
13:37:46	39475/39475	---M--	200	added ('OK')	image/jpeg	etag:%225942dd0-9a33-58ca5328ac140%22	https://www.andspaces.in/img/team/ankita_nand.jpeg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/ankita_nand.jpg	(from https://www.andspaces.in/about.php)
13:38:11	54449/54449	---M--	200	added ('OK')	image/jpeg	etag:%225942dd1-d4b1-58ca5326c3cc0%22	https://www.andspaces.in/img/team/raaj_deshmukh.jpeg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/raaj_deshmukh.jpg	(from https://www.andspaces.in/about.php)
13:38:32	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%225942c95-6c7db-55a7e34b1cd00%22	https://www.andspaces.in/icon-fonts/fontawesome-webfont.svg?v=4.7.0	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/icon-fonts/fontawesome-webfont3e6e.svg	(from https://www.andspaces.in/css/font-awesome.min.css)
13:38:33	44122/44122	---M--	200	added ('OK')	image/jpeg	etag:%225942dd2-ac5a-58ca5324db840%22	https://www.andspaces.in/img/team/mr_nand.jpeg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/mr_nand.jpg	(from https://www.andspaces.in/about.php)
13:38:43	15651/15651	---M--	200	added ('OK')	image/jpeg	etag:%225942dd3-3d23-58ca585b0c400%22	https://www.andspaces.in/img/team/sl_deshmukh.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/sl_deshmukh.jpg	(from https://www.andspaces.in/about.php)
13:38:47	20107/20107	---M--	200	added ('OK')	image/jpeg	etag:%225942dd6-4e8b-58d489a649cc0%22	https://www.andspaces.in/img/team/team_member_4.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/team_member_4.jpg	(from https://www.andspaces.in/about.php)
13:38:53	21290/21290	---M--	200	added ('OK')	image/jpeg	etag:%225942dd7-532a-58d489fe06bc0%22	https://www.andspaces.in/img/team/team_member_5.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/team_member_5.jpg	(from https://www.andspaces.in/about.php)
13:39:33	93134/93134	---M--	200	added ('OK')	image/jpeg	etag:%225942dd4-16bce-58de66bcaca80%22	https://www.andspaces.in/img/team/team_member_6.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/team_member_6.jpg	(from https://www.andspaces.in/about.php)
13:39:33	0/-1	---M--	302	error ('')			https://www.andspaces.in/lib/img/svg_loader.svg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/lib/img/svg_loader.48.delayed	(from https://www.andspaces.in/about.php)
13:39:42	7785/7785	---M--	200	added ('OK')	application/javascript	etag:%225942dfa-1e69-58e1af4265500%22	https://www.andspaces.in/js/main.js	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/js/main.js	(from https://www.andspaces.in/about.php)
13:39:49	585576/585576	---M--	200	added ('OK')	image/jpeg	etag:%225942d84-8ef68-58ce8e4792840%22	https://www.andspaces.in/img/projects/2/4.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/2/4.jpg	(from https://www.andspaces.in/about.php)
13:39:50	219/219	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Apr%202020%2009:09:43%20GMT	https://www.andspaces.in/img/favicon.ico	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/favicon.4a.delayed	(from https://www.andspaces.in/portfolio.php)
13:39:51	120771/120771	---M--	200	added ('OK')	image/jpeg	etag:%225942dd5-1d7c3-58de66bcaca80%22	https://www.andspaces.in/img/team/team_member_7.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/team/team_member_7.jpg	(from https://www.andspaces.in/about.php)
13:39:52	5304/5304	---M--	200	added ('OK')	text/css	etag:%225942d4b-14b8-563d640640080%22	https://www.andspaces.in/css/magnific-popup.css	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/css/magnific-popup.css	(from https://www.andspaces.in/portfolio.php)
13:41:04	722206/722206	---M--	200	added ('OK')	image/jpeg	etag:%225942d7b-b051e-58ce8faf1b880%22	https://www.andspaces.in/img/projects/1/5.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/1/5.jpg	(from https://www.andspaces.in/about.php)
13:42:38	213531/213531	---M--	200	added ('OK')	image/jpeg	etag:%2258a3177-3421b-59efde8664068%22	https://www.andspaces.in/img/projects/3/1.jpg?1582188246	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/3/1e7a5.jpg	(from https://www.andspaces.in/portfolio.php)
13:43:00	35202/35202	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:12:41%20GMT	https://www.andspaces.in/project.php?pid=3	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/projectda41.html	(from https://www.andspaces.in/portfolio.php)
13:43:31	697274/697274	---M--	200	added ('OK')	image/jpeg	etag:%225942d8b-aa3ba-58ce8e3efd400%22	https://www.andspaces.in/img/projects/2/1.jpg?1562306768	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/2/1fcb8.jpg	(from https://www.andspaces.in/portfolio.php)
13:43:36	28830/28830	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:13:33%20GMT	https://www.andspaces.in/project.php?pid=4	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/project9f7f.html	(from https://www.andspaces.in/portfolio.php)
13:43:48	77853/77853	---M--	200	added ('OK')	image/jpeg	etag:%225942d9f-1301d-58ca53083f4c0%22	https://www.andspaces.in/img/projects/4/1.jpg?1562015995	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/4/19fec.jpg	(from https://www.andspaces.in/portfolio.php)
13:43:55	31289/31289	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:13:52%20GMT	https://www.andspaces.in/project.php?pid=5	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/project8bbd.html	(from https://www.andspaces.in/portfolio.php)
13:44:29	67968/67968	---M--	200	added ('OK')	image/jpeg	etag:%225942db1-10980-58d48930fc800%22	https://www.andspaces.in/img/projects/6/1.jpg?1562717728	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/6/1b1d9.jpg	(from https://www.andspaces.in/portfolio.php)
13:44:33	784281/784281	---M--	200	added ('OK')	image/jpeg	etag:%225942d85-bf799-58ce8e45aa3c0%22	https://www.andspaces.in/img/projects/2/9.jpg	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/2/9.jpg	(from https://www.andspaces.in/portfolio.php)
13:44:37	184539/184539	---M--	200	added ('OK')	image/jpeg	etag:%225942dad-2d0db-58ce8de093540%22	https://www.andspaces.in/img/projects/5/1.jpg?1562306669	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/5/15209.jpg	(from https://www.andspaces.in/portfolio.php)
13:44:37	27849/27849	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:14:34%20GMT	https://www.andspaces.in/project.php?pid=6	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/project011e.html	(from https://www.andspaces.in/portfolio.php)
13:44:38	747580/747580	---M--	200	added ('OK')	image/jpeg	etag:%225942d78-b683c-59e5a40a16d53%22	https://www.andspaces.in/img/projects/1/1.jpg?1581485352	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/1/15c0d.jpg	(from https://www.andspaces.in/portfolio.php)
13:44:42	27509/27509	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:14:40%20GMT	https://www.andspaces.in/project.php?pid=8	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/project65f2.html	(from https://www.andspaces.in/portfolio.php)
13:44:46	27131/27131	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:14:44%20GMT	https://www.andspaces.in/project.php?pid=9	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/projecte44d.html	(from https://www.andspaces.in/portfolio.php)
13:45:00	69377/69377	---M--	200	added ('OK')	image/jpeg	etag:%2258a0d8f-10f01-58e433f0eb869%22	https://www.andspaces.in/img/projects/11/1.jpg?1563794355	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/img/projects/11/1c2bd.jpg	(from https://www.andspaces.in/portfolio.php)
13:45:11	27066/27066	---M-Z	200	added ('OK')	text/html	date:Wed,%2029%20Apr%202020%2009:15:01%20GMT	https://www.andspaces.in/project.php?pid=11	/Users/Carmen/Writing/CPY/andspaces/www.andspaces.in/projecte127.html	(from https://www.andspaces.in/portfolio.php)
